3, 0, 1, 0, 28, 24, 0, 0
3, 0, 1.2, 0, 28, 24, 0, 0
3, 0, 1.4, 0, 28, 24, 0, 0
3, 0, 1.6, 0, 28, 24, 0, 411
3, 0, 1.8, 0, 28, 24, 0, 1136
3, 0, 2, 0, 28, 24, 0, 1852
3, 0, 2.2, 0, 28, 24, 0, 2570
3, 0, 2.4, 0, 28, 24, 0, 3293
3, 0, 2.6, 0, 28, 24, 0, 4013
3, 0, 2.8, 0, 28, 24, 0, 4734
3, 0, 3, 0, 28, 24, 0, 5459
3, 0, 3.2, 0, 28, 24, 0, 6174
3, 0, 3.4, 0, 28, 24, 0, 6891
3, 0, 3.6, 0, 28, 24, 0, 7615
3, 0, 3.8, 0, 28, 24, 0, 8336
3, 0, 4, 0, 28, 24, 0, 9057
3, 0, 4.2, 0, 28, 24, 0, 9774
3, 0, 4.4, 0, 28, 24, 0, 10495
3, 0, 4.6, 0, 28, 24, 0, 11223
3, 0, 4.8, 0, 28, 24, 0, 11932
3, 0, 1, 0.02, 28, 24, 0, 0
3, 0, 1.2, 0.02, 28, 24, 0, 0
3, 0, 1.4, 0.02, 28, 24, 0, 0
3, 0, 1.6, 0.02, 28, 24, 5, 414
3, 0, 1.8, 0.02, 28, 24, 18, 1114
3, 0, 2, 0.02, 28, 24, 44, 1809
3, 0, 2.2, 0.02, 28, 24, 46, 2526
3, 0, 2.4, 0.02, 28, 24, 67, 3229
3, 0, 2.6, 0.02, 28, 24, 69, 3948
3, 0, 2.8, 0.02, 28, 24, 109, 4617
3, 0, 3, 0.02, 28, 24, 103, 5346
3, 0, 3.2, 0.02, 28, 24, 135, 6026
3, 0, 3.4, 0.02, 28, 24, 135, 6762
3, 0, 3.6, 0.02, 28, 24, 150, 7458
3, 0, 3.8, 0.02, 28, 24, 175, 8162
3, 0, 4, 0.02, 28, 24, 199, 8847
3, 0, 4.2, 0.02, 28, 24, 187, 9584
3, 0, 4.4, 0.02, 28, 24, 212, 10279
3, 0, 4.6, 0.02, 28, 24, 214, 10995
3, 0, 4.8, 0.02, 28, 24, 251, 11683
3, 0, 1, 0.04, 28, 24, 0, 0
3, 0, 1.2, 0.04, 28, 24, 0, 0
3, 0, 1.4, 0.04, 28, 24, 0, 1
3, 0, 1.6, 0.04, 28, 24, 22, 386
3, 0, 1.8, 0.04, 28, 24, 53, 1081
3, 0, 2, 0.04, 28, 24, 74, 1766
3, 0, 2.2, 0.04, 28, 24, 107, 2464
3, 0, 2.4, 0.04, 28, 24, 128, 3167
3, 0, 2.6, 0.04, 28, 24, 156, 3852
3, 0, 2.8, 0.04, 28, 24, 166, 4564
3, 0, 3, 0.04, 28, 24, 252, 5199
3, 0, 3.2, 0.04, 28, 24, 243, 5919
3, 0, 3.4, 0.04, 28, 24, 277, 6615
3, 0, 3.6, 0.04, 28, 24, 296, 7309
3, 0, 3.8, 0.04, 28, 24, 357, 7973
3, 0, 4, 0.04, 28, 24, 323, 8722
3, 0, 4.2, 0.04, 28, 24, 398, 9365
3, 0, 4.4, 0.04, 28, 24, 407, 10087
3, 0, 4.6, 0.04, 28, 24, 476, 10733
3, 0, 4.8, 0.04, 28, 24, 470, 11459
3, 0, 1, 0.06, 28, 24, 0, 0
3, 0, 1.2, 0.06, 28, 24, 0, 0
3, 0, 1.4, 0.06, 28, 24, 0, 0
3, 0, 1.6, 0.06, 28, 24, 29, 367
3, 0, 1.8, 0.06, 28, 24, 69, 1053
3, 0, 2, 0.06, 28, 24, 104, 1730
3, 0, 2.2, 0.06, 28, 24, 166, 2402
3, 0, 2.4, 0.06, 28, 24, 211, 3078
3, 0, 2.6, 0.06, 28, 24, 260, 3749
3, 0, 2.8, 0.06, 28, 24, 281, 4445
3, 0, 3, 0.06, 28, 24, 370, 5077
3, 0, 3.2, 0.06, 28, 24, 371, 5796
