NUM_LANE, NUM_LANE_SELF, AVG_CAR_PER_SEC, SELF_RATIO, SELF_INIT_V, HUMN_INIT_V, queueSelf.size, queueHumn.size
4, 0, 3.8, 0.06, 28, 24, 411, 6138
4, 0, 4, 0.06, 28, 24, 444, 6827
4, 0, 4.2, 0.06, 28, 24, 460, 7519
4, 0, 4.4, 0.06, 28, 24, 543, 8152
4, 0, 4.6, 0.06, 28, 24, 570, 8849
4, 0, 4.8, 0.06, 28, 24, 636, 9508
4, 0, 2, 0.08, 28, 24, 7, 64
4, 0, 2.2, 0.08, 28, 24, 62, 726
4, 0, 2.4, 0.08, 28, 24, 124, 1375
4, 0, 2.6, 0.08, 28, 24, 209, 1996
4, 0, 2.8, 0.08, 28, 24, 238, 2705
4, 0, 3, 0.08, 28, 24, 314, 3343
4, 0, 3.2, 0.08, 28, 24, 346, 4034
4, 0, 3.4, 0.08, 28, 24, 374, 4730
4, 0, 3.6, 0.08, 28, 24, 465, 5345
4, 0, 3.8, 0.08, 28, 24, 509, 6029
4, 0, 4, 0.08, 28, 24, 565, 6691
4, 0, 4.2, 0.08, 28, 24, 658, 7321
4, 0, 4.4, 0.08, 28, 24, 698, 8010
4, 0, 4.6, 0.08, 28, 24, 774, 8652
4, 0, 4.8, 0.08, 28, 24, 842, 9303
4, 0, 2, 0.1, 28, 24, 5, 46
4, 0, 2.2, 0.1, 28, 24, 78, 687
4, 0, 2.4, 0.1, 28, 24, 147, 1348
4, 0, 2.6, 0.1, 28, 24, 228, 1995
4, 0, 2.8, 0.1, 28, 24, 282, 2649
4, 0, 3, 0.1, 28, 24, 381, 3271
4, 0, 3.2, 0.1, 28, 24, 494, 3882
4, 0, 3.4, 0.1, 28, 24, 505, 4591
4, 0, 3.6, 0.1, 28, 24, 563, 5240
4, 0, 3.8, 0.1, 28, 24, 658, 5881
4, 0, 4, 0.1, 28, 24, 719, 6527
4, 0, 4.2, 0.1, 28, 24, 733, 7235
4, 0, 4.4, 0.1, 28, 24, 906, 7785
4, 0, 4.6, 0.1, 28, 24, 896, 8519
4, 0, 4.8, 0.1, 28, 24, 984, 9148
4, 0, 2, 0.12, 28, 24, 6, 51
4, 0, 2.2, 0.12, 28, 24, 99, 670
4, 0, 2.4, 0.12, 28, 24, 205, 1295
4, 0, 2.6, 0.12, 28, 24, 279, 1938
4, 0, 2.8, 0.12, 28, 24, 355, 2573
4, 0, 3, 0.12, 28, 24, 398, 3247
4, 0, 3.2, 0.12, 28, 24, 509, 3864
4, 0, 3.4, 0.12, 28, 24, 594, 4493
4, 0, 3.6, 0.12, 28, 24, 717, 5099
4, 0, 3.8, 0.12, 28, 24, 780, 5742
4, 0, 4, 0.12, 28, 24, 827, 6430
4, 0, 4.2, 0.12, 28, 24, 954, 7024
4, 0, 4.4, 0.12, 28, 24, 1022, 7672
4, 0, 4.6, 0.12, 28, 24, 1097, 8309
4, 0, 4.8, 0.12, 28, 24, 1260, 8867
4, 0, 2, 0.14, 28, 24, 6, 33
4, 0, 2.2, 0.14, 28, 24, 129, 640
4, 0, 2.4, 0.14, 28, 24, 197, 1292
4, 0, 2.6, 0.14, 28, 24, 343, 1859
4, 0, 2.8, 0.14, 28, 24, 405, 2524
4, 0, 3, 0.14, 28, 24, 538, 3112
4, 0, 3.2, 0.14, 28, 24, 611, 3750
4, 0, 3.4, 0.14, 28, 24, 735, 4352
4, 0, 3.6, 0.14, 28, 24, 852, 4953
4, 0, 3.8, 0.14, 28, 24, 901, 5626
4, 0, 4, 0.14, 28, 24, 982, 6260
4, 0, 4.2, 0.14, 28, 24, 1103, 6855
4, 0, 4.4, 0.14, 28, 24, 1223, 7464
4, 0, 4.6, 0.14, 28, 24, 1295, 8114
4, 0, 4.8, 0.14, 28, 24, 1434, 8707
4, 0, 2, 0.16, 28, 24, 5, 38
4, 0, 2.2, 0.16, 28, 24, 122, 649
4, 0, 2.4, 0.16, 28, 24, 256, 1227
4, 0, 2.6, 0.16, 28, 24, 350, 1871
4, 0, 2.8, 0.16, 28, 24, 469, 2459
4, 0, 3, 0.16, 28, 24, 613, 3033
4, 0, 3.2, 0.16, 28, 24, 686, 3678
4, 0, 3.4, 0.16, 28, 24, 799, 4287
4, 0, 3.6, 0.16, 28, 24, 930, 4874
4, 0, 3.8, 0.16, 28, 24, 1047, 5470
4, 0, 4, 0.16, 28, 24, 1147, 6096
4, 0, 4.2, 0.16, 28, 24, 1274, 6691
4, 0, 4.4, 0.16, 28, 24, 1400, 7287
4, 0, 4.6, 0.16, 28, 24, 1555, 7852
4, 0, 4.8, 0.16, 28, 24, 1611, 8503
4, 0, 2, 0.18, 28, 24, 7, 35
4, 0, 2.2, 0.18, 28, 24, 143, 618
4, 0, 2.4, 0.18, 28, 24, 249, 1240
4, 0, 2.6, 0.18, 28, 24, 368, 1850
4, 0, 2.8, 0.18, 28, 24, 553, 2367
4, 0, 3, 0.18, 28, 24, 645, 2986
4, 0, 3.2, 0.18, 28, 24, 796, 3563
4, 0, 3.4, 0.18, 28, 24, 922, 4164
4, 0, 3.6, 0.18, 28, 24, 1026, 4777
4, 0, 3.8, 0.18, 28, 24, 1185, 5332
4, 0, 4, 0.18, 28, 24, 1347, 5899
4, 0, 4.2, 0.18, 28, 24, 1509, 6452
4, 0, 4.4, 0.18, 28, 24, 1582, 7094
4, 0, 4.6, 0.18, 28, 24, 1683, 7714
4, 0, 4.8, 0.18, 28, 24, 1829, 8275
4, 0, 2, 0.2, 28, 24, 7, 24
4, 0, 2.2, 0.2, 28, 24, 162, 595
4, 0, 2.4, 0.2, 28, 24, 306, 1171
4, 0, 2.6, 0.2, 28, 24, 433, 1751
4, 0, 2.8, 0.2, 28, 24, 580, 2340
4, 0, 3, 0.2, 28, 24, 779, 2849
4, 0, 3.2, 0.2, 28, 24, 907, 3441
4, 0, 3.4, 0.2, 28, 24, 1082, 3984
4, 0, 3.6, 0.2, 28, 24, 1115, 4683
4, 0, 3.8, 0.2, 28, 24, 1298, 5211
4, 0, 4, 0.2, 28, 24, 1419, 5821
4, 0, 4.2, 0.2, 28, 24, 1547, 6415
4, 0, 4.4, 0.2, 28, 24, 1684, 6985
4, 0, 4.6, 0.2, 28, 24, 1914, 7476
4, 0, 4.8, 0.2, 28, 24, 2073, 8044
4, 0, 2, 0.22, 28, 24, 2, 33
4, 0, 2.2, 0.22, 28, 24, 171, 589
4, 0, 2.4, 0.22, 28, 24, 308, 1155
4, 0, 2.6, 0.22, 28, 24, 478, 1715
4, 0, 2.8, 0.22, 28, 24, 633, 2283
4, 0, 3, 0.22, 28, 24, 811, 2817
4, 0, 3.2, 0.22, 28, 24, 960, 3388
4, 0, 3.4, 0.22, 28, 24, 1129, 3944
4, 0, 3.6, 0.22, 28, 24, 1342, 4449
4, 0, 3.8, 0.22, 28, 24, 1421, 5092
4, 0, 4, 0.22, 28, 24, 1618, 5608
4, 0, 4.2, 0.22, 28, 24, 1777, 6176
4, 0, 4.4, 0.22, 28, 24, 1952, 6727
4, 0, 4.6, 0.22, 28, 24, 2008, 7388
4, 0, 4.8, 0.22, 28, 24, 2261, 7848
4, 0, 2, 0.24, 28, 24, 5, 17
4, 0, 2.2, 0.24, 28, 24, 175, 569
4, 0, 2.4, 0.24, 28, 24, 337, 1137
4, 0, 2.6, 0.24, 28, 24, 562, 1633
4, 0, 2.8, 0.24, 28, 24, 723, 2186
4, 0, 3, 0.24, 28, 24, 879, 2753
4, 0, 3.2, 0.24, 28, 24, 1086, 3265
4, 0, 3.4, 0.24, 28, 24, 1204, 3867
4, 0, 3.6, 0.24, 28, 24, 1380, 4412
4, 0, 3.8, 0.24, 28, 24, 1547, 4965
4, 0, 4, 0.24, 28, 24, 1745, 5473
4, 0, 4.2, 0.24, 28, 24, 1853, 6087
4, 0, 4.4, 0.24, 28, 24, 2088, 6586
4, 0, 4.6, 0.24, 28, 24, 2217, 7171
4, 0, 4.8, 0.24, 28, 24, 2432, 7668
4, 0, 2, 0.26, 28, 24, 12, 16
4, 0, 2.2, 0.26, 28, 24, 209, 528
4, 0, 2.4, 0.26, 28, 24, 362, 1117
4, 0, 2.6, 0.26, 28, 24, 568, 1611
4, 0, 2.8, 0.26, 28, 24, 737, 2162
4, 0, 3, 0.26, 28, 24, 937, 2702
4, 0, 3.2, 0.26, 28, 24, 1147, 3203
4, 0, 3.4, 0.26, 28, 24, 1291, 3782
4, 0, 3.6, 0.26, 28, 24, 1495, 4293
4, 0, 3.8, 0.26, 28, 24, 1704, 4805
4, 0, 4, 0.26, 28, 24, 1866, 5350
4, 0, 4.2, 0.26, 28, 24, 2046, 5912
4, 0, 4.4, 0.26, 28, 24, 2261, 6406
4, 0, 4.6, 0.26, 28, 24, 2420, 6971
4, 0, 4.8, 0.26, 28, 24, 2645, 7452
