NUM_LANE, NUM_LANE_SELF, AVG_CAR_PER_SEC, SELF_RATIO, SELF_INIT_V, HUMN_INIT_V, queueSelf.size, queueHumn.size
4, 0, 2, 0.28, 28, 24, 9, 20
4, 0, 2.2, 0.28, 28, 24, 204, 538
4, 0, 2.4, 0.28, 28, 24, 412, 1045
4, 0, 2.6, 0.28, 28, 24, 586, 1597
4, 0, 2.8, 0.28, 28, 24, 828, 2085
4, 0, 3, 0.28, 28, 24, 997, 2622
4, 0, 3.2, 0.28, 28, 24, 1223, 3122
4, 0, 3.4, 0.28, 28, 24, 1447, 3614
4, 0, 3.6, 0.28, 28, 24, 1616, 4160
4, 0, 3.8, 0.28, 28, 24, 1834, 4670
4, 0, 4, 0.28, 28, 24, 1944, 5278
4, 0, 4.2, 0.28, 28, 24, 2161, 5779
4, 0, 4.4, 0.28, 28, 24, 2332, 6322
4, 0, 4.6, 0.28, 28, 24, 2691, 6696
4, 0, 4.8, 0.28, 28, 24, 2810, 7293
4, 0, 2, 0.3, 28, 24, 3, 20
4, 0, 2.2, 0.3, 28, 24, 235, 514
4, 0, 2.4, 0.3, 28, 24, 430, 1031
4, 0, 2.6, 0.3, 28, 24, 633, 1540
4, 0, 2.8, 0.3, 28, 24, 867, 2027
4, 0, 3, 0.3, 28, 24, 1097, 2526
4, 0, 3.2, 0.3, 28, 24, 1297, 3043
4, 0, 3.4, 0.3, 28, 24, 1496, 3565
4, 0, 3.6, 0.3, 28, 24, 1760, 4013
4, 0, 3.8, 0.3, 28, 24, 1943, 4546
4, 0, 4, 0.3, 28, 24, 2124, 5086
4, 0, 4.2, 0.3, 28, 24, 2453, 5480
4, 0, 4.4, 0.3, 28, 24, 2653, 6001
4, 0, 4.6, 0.3, 28, 24, 2815, 6566
4, 0, 4.8, 0.3, 28, 24, 3037, 7057
4, 0, 2, 0.32, 28, 24, 8, 8
4, 0, 2.2, 0.32, 28, 24, 233, 495
4, 0, 2.4, 0.32, 28, 24, 452, 1003
4, 0, 2.6, 0.32, 28, 24, 711, 1471
4, 0, 2.8, 0.32, 28, 24, 972, 1922
4, 0, 3, 0.32, 28, 24, 1153, 2459
4, 0, 3.2, 0.32, 28, 24, 1381, 2958
4, 0, 3.4, 0.32, 28, 24, 1680, 3377
4, 0, 3.6, 0.32, 28, 24, 1840, 3936
4, 0, 3.8, 0.32, 28, 24, 2043, 4452
4, 0, 4, 0.32, 28, 24, 2291, 4924
4, 0, 4.2, 0.32, 28, 24, 2561, 5369
4, 0, 4.4, 0.32, 28, 24, 2800, 5856
4, 0, 4.6, 0.32, 28, 24, 3015, 6359
4, 0, 4.8, 0.32, 28, 24, 3245, 6848
4, 0, 2, 0.34, 28, 24, 6, 11
4, 0, 2.2, 0.34, 28, 24, 249, 488
4, 0, 2.4, 0.34, 28, 24, 505, 944
4, 0, 2.6, 0.34, 28, 24, 697, 1484
4, 0, 2.8, 0.34, 28, 24, 980, 1922
4, 0, 3, 0.34, 28, 24, 1256, 2361
4, 0, 3.2, 0.34, 28, 24, 1480, 2851
4, 0, 3.4, 0.34, 28, 24, 1722, 3321
4, 0, 3.6, 0.34, 28, 24, 1944, 3825
4, 0, 3.8, 0.34, 28, 24, 2186, 4305
4, 0, 4, 0.34, 28, 24, 2494, 4716
4, 0, 4.2, 0.34, 28, 24, 2785, 5146
4, 0, 4.4, 0.34, 28, 24, 3070, 5586
4, 0, 4.6, 0.34, 28, 24, 3263, 6103
4, 0, 4.8, 0.34, 28, 24, 3377, 6715
4, 0, 2, 0.36, 28, 24, 1, 7
4, 0, 2.2, 0.36, 28, 24, 276, 451
4, 0, 2.4, 0.36, 28, 24, 508, 943
4, 0, 2.6, 0.36, 28, 24, 792, 1372
4, 0, 2.8, 0.36, 28, 24, 1054, 1832
4, 0, 3, 0.36, 28, 24, 1324, 2287
4, 0, 3.2, 0.36, 28, 24, 1558, 2775
4, 0, 3.4, 0.36, 28, 24, 1814, 3238
4, 0, 3.6, 0.36, 28, 24, 2056, 3717
4, 0, 3.8, 0.36, 28, 24, 2272, 4221
4, 0, 4, 0.36, 28, 24, 2561, 4651
4, 0, 4.2, 0.36, 28, 24, 2842, 5085
4, 0, 4.4, 0.36, 28, 24, 3162, 5468
4, 0, 4.6, 0.36, 28, 24, 3378, 5995
4, 0, 4.8, 0.36, 28, 24, 3569, 6509
4, 0, 2, 0.38, 28, 24, 5, 5
4, 0, 2.2, 0.38, 28, 24, 301, 429
4, 0, 2.4, 0.38, 28, 24, 560, 893
4, 0, 2.6, 0.38, 28, 24, 816, 1346
4, 0, 2.8, 0.38, 28, 24, 1141, 1742
4, 0, 3, 0.38, 28, 24, 1403, 2207
4, 0, 3.2, 0.38, 28, 24, 1661, 2665
4, 0, 3.4, 0.38, 28, 24, 1886, 3156
4, 0, 3.6, 0.38, 28, 24, 2148, 3623
4, 0, 3.8, 0.38, 28, 24, 2457, 4037
4, 0, 4, 0.38, 28, 24, 2762, 4432
4, 0, 4.2, 0.38, 28, 24, 2994, 4929
4, 0, 4.4, 0.38, 28, 24, 3200, 5439
4, 0, 4.6, 0.38, 28, 24, 3618, 5747
4, 0, 4.8, 0.38, 28, 24, 3819, 6255
4, 0, 2, 0.4, 28, 24, 2, 5
4, 0, 2.2, 0.4, 28, 24, 282, 443
4, 0, 2.4, 0.4, 28, 24, 604, 838
4, 0, 2.6, 0.4, 28, 24, 906, 1261
4, 0, 2.8, 0.4, 28, 24, 1103, 1774
4, 0, 3, 0.4, 28, 24, 1411, 2185
4, 0, 3.2, 0.4, 28, 24, 1749, 2583
4, 0, 3.4, 0.4, 28, 24, 2005, 3037
4, 0, 3.6, 0.4, 28, 24, 2282, 3468
4, 0, 3.8, 0.4, 28, 24, 2550, 3927
4, 0, 4, 0.4, 28, 24, 2938, 4269
4, 0, 4.2, 0.4, 28, 24, 3158, 4763
4, 0, 4.4, 0.4, 28, 24, 3438, 5208
4, 0, 4.6, 0.4, 28, 24, 3775, 5590
4, 0, 4.8, 0.4, 28, 24, 4010, 6064
4, 0, 2, 0.42, 28, 24, 2, 3
4, 0, 2.2, 0.42, 28, 24, 287, 430
4, 0, 2.4, 0.42, 28, 24, 633, 809
4, 0, 2.6, 0.42, 28, 24, 922, 1232
4, 0, 2.8, 0.42, 28, 24, 1199, 1672
4, 0, 3, 0.42, 28, 24, 1530, 2060
4, 0, 3.2, 0.42, 28, 24, 1782, 2535
4, 0, 3.4, 0.42, 28, 24, 2083, 2961
4, 0, 3.6, 0.42, 28, 24, 2389, 3377
4, 0, 3.8, 0.42, 28, 24, 2718, 3765
4, 0, 4, 0.42, 28, 24, 2973, 4219
4, 0, 4.2, 0.42, 28, 24, 3315, 4603
4, 0, 4.4, 0.42, 28, 24, 3526, 5105
4, 0, 4.6, 0.42, 28, 24, 3897, 5463
4, 0, 4.8, 0.42, 28, 24, 4165, 5915
4, 0, 2, 0.44, 28, 24, 3, 3
4, 0, 2.2, 0.44, 28, 24, 312, 406
4, 0, 2.4, 0.44, 28, 24, 641, 793
4, 0, 2.6, 0.44, 28, 24, 965, 1200
4, 0, 2.8, 0.44, 28, 24, 1252, 1633
4, 0, 3, 0.44, 28, 24, 1555, 2045
4, 0, 3.2, 0.44, 28, 24, 1882, 2442
4, 0, 3.4, 0.44, 28, 24, 2174, 2865
4, 0, 3.6, 0.44, 28, 24, 2580, 3186
4, 0, 3.8, 0.44, 28, 24, 2880, 3590
4, 0, 4, 0.44, 28, 24, 3232, 3977
4, 0, 4.2, 0.44, 28, 24, 3520, 4397
4, 0, 4.4, 0.44, 28, 24, 3725, 4916
4, 0, 4.6, 0.44, 28, 24, 4140, 5221
4, 0, 4.8, 0.44, 28, 24, 4434, 5644
4, 0, 2, 0.46, 28, 24, 1, 1
4, 0, 2.2, 0.46, 28, 24, 302, 416
4, 0, 2.4, 0.46, 28, 24, 661, 783
4, 0, 2.6, 0.46, 28, 24, 984, 1163
4, 0, 2.8, 0.46, 28, 24, 1322, 1544
4, 0, 3, 0.46, 28, 24, 1635, 1956
4, 0, 3.2, 0.46, 28, 24, 2006, 2320
4, 0, 3.4, 0.46, 28, 24, 2306, 2712
4, 0, 3.6, 0.46, 28, 24, 2682, 3077
4, 0, 3.8, 0.46, 28, 24, 2998, 3476
4, 0, 4, 0.46, 28, 24, 3336, 3855
4, 0, 4.2, 0.46, 28, 24, 3660, 4250
4, 0, 4.4, 0.46, 28, 24, 3881, 4747
4, 0, 4.6, 0.46, 28, 24, 4330, 5020
4, 0, 4.8, 0.46, 28, 24, 4633, 5441
4, 0, 2, 0.48, 28, 24, 1, 0
4, 0, 2.2, 0.48, 28, 24, 351, 352
4, 0, 2.4, 0.48, 28, 24, 695, 722
4, 0, 2.6, 0.48, 28, 24, 1031, 1120
4, 0, 2.8, 0.48, 28, 24, 1366, 1508
4, 0, 3, 0.48, 28, 24, 1770, 1828
4, 0, 3.2, 0.48, 28, 24, 2049, 2275
4, 0, 3.4, 0.48, 28, 24, 2444, 2582
4, 0, 3.6, 0.48, 28, 24, 2776, 2973
4, 0, 3.8, 0.48, 28, 24, 3113, 3360
4, 0, 4, 0.48, 28, 24, 3441, 3753
4, 0, 4.2, 0.48, 28, 24, 3872, 4025
4, 0, 4.4, 0.48, 28, 24, 4172, 4453
4, 0, 4.6, 0.48, 28, 24, 4511, 4836
4, 0, 4.8, 0.48, 28, 24, 4835, 5236
4, 0, 2, 0.5, 28, 24, 0, 1
4, 0, 2.2, 0.5, 28, 24, 353, 360
4, 0, 2.4, 0.5, 28, 24, 721, 715
4, 0, 2.6, 0.5, 28, 24, 1089, 1055
4, 0, 2.8, 0.5, 28, 24, 1450, 1425
4, 0, 3, 0.5, 28, 24, 1747, 1837
4, 0, 3.2, 0.5, 28, 24, 2157, 2156
4, 0, 3.4, 0.5, 28, 24, 2526, 2491
4, 0, 3.6, 0.5, 28, 24, 2894, 2859
4, 0, 3.8, 0.5, 28, 24, 3236, 3235
4, 0, 4, 0.5, 28, 24, 3617, 3565
4, 0, 4.2, 0.5, 28, 24, 3941, 3966
4, 0, 4.4, 0.5, 28, 24, 4371, 4261
4, 0, 4.6, 0.5, 28, 24, 4794, 4565
4, 0, 4.8, 0.5, 28, 24, 5035, 5036
4, 0, 2, 0.52, 28, 24, 1, 1
4, 0, 2.2, 0.52, 28, 24, 372, 336
4, 0, 2.4, 0.52, 28, 24, 732, 679
4, 0, 2.6, 0.52, 28, 24, 1101, 1043
4, 0, 2.8, 0.52, 28, 24, 1512, 1359
4, 0, 3, 0.52, 28, 24, 1844, 1730
4, 0, 3.2, 0.52, 28, 24, 2257, 2061
4, 0, 3.4, 0.52, 28, 24, 2664, 2357
4, 0, 3.6, 0.52, 28, 24, 2978, 2769
4, 0, 3.8, 0.52, 28, 24, 3274, 3190
4, 0, 4, 0.52, 28, 24, 3649, 3522
4, 0, 4.2, 0.52, 28, 24, 4157, 3739
4, 0, 4.4, 0.52, 28, 24, 4417, 4201
4, 0, 4.6, 0.52, 28, 24, 4970, 4371
4, 0, 4.8, 0.52, 28, 24, 5340, 4728
4, 0, 2, 0.54, 28, 24, 0, 1
4, 0, 2.2, 0.54, 28, 24, 378, 319
4, 0, 2.4, 0.54, 28, 24, 772, 646
4, 0, 2.6, 0.54, 28, 24, 1142, 1002
4, 0, 2.8, 0.54, 28, 24, 1543, 1323
4, 0, 3, 0.54, 28, 24, 1933, 1650
4, 0, 3.2, 0.54, 28, 24, 2302, 1999
4, 0, 3.4, 0.54, 28, 24, 2733, 2282
4, 0, 3.6, 0.54, 28, 24, 3102, 2642
4, 0, 3.8, 0.54, 28, 24, 3485, 2970
4, 0, 4, 0.54, 28, 24, 3912, 3270
4, 0, 4.2, 0.54, 28, 24, 4276, 3625
4, 0, 4.4, 0.54, 28, 24, 4682, 3943
4, 0, 4.6, 0.54, 28, 24, 5008, 4322
4, 0, 4.8, 0.54, 28, 24, 5463, 4589
4, 0, 2, 0.56, 28, 24, 2, 0
4, 0, 2.2, 0.56, 28, 24, 396, 300
4, 0, 2.4, 0.56, 28, 24, 807, 611
4, 0, 2.6, 0.56, 28, 24, 1198, 947
4, 0, 2.8, 0.56, 28, 24, 1632, 1226
4, 0, 3, 0.56, 28, 24, 2018, 1561
4, 0, 3.2, 0.56, 28, 24, 2416, 1883
4, 0, 3.4, 0.56, 28, 24, 2839, 2179
4, 0, 3.6, 0.56, 28, 24, 3152, 2581
4, 0, 3.8, 0.56, 28, 24, 3712, 2740
4, 0, 4, 0.56, 28, 24, 4047, 3128
4, 0, 4.2, 0.56, 28, 24, 4403, 3507
4, 0, 4.4, 0.56, 28, 24, 4759, 3859
4, 0, 4.6, 0.56, 28, 24, 5233, 4106
4, 0, 4.8, 0.56, 28, 24, 5628, 4427
4, 0, 2, 0.58, 28, 24, 1, 0
4, 0, 2.2, 0.58, 28, 24, 409, 289
4, 0, 2.4, 0.58, 28, 24, 832, 592
4, 0, 2.6, 0.58, 28, 24, 1264, 868
4, 0, 2.8, 0.58, 28, 24, 1635, 1213
4, 0, 3, 0.58, 28, 24, 2087, 1489
4, 0, 3.2, 0.58, 28, 24, 2484, 1822
4, 0, 3.4, 0.58, 28, 24, 2988, 2029
4, 0, 3.6, 0.58, 28, 24, 3311, 2422
4, 0, 3.8, 0.58, 28, 24, 3752, 2699
4, 0, 4, 0.58, 28, 24, 4186, 2996
4, 0, 4.2, 0.58, 28, 24, 4583, 3304
4, 0, 4.4, 0.58, 28, 24, 4949, 3663
4, 0, 4.6, 0.58, 28, 24, 5383, 3953
4, 0, 4.8, 0.58, 28, 24, 5852, 4199
4, 0, 2, 0.6, 28, 24, 0, 1
4, 0, 2.2, 0.6, 28, 24, 426, 269
4, 0, 2.4, 0.6, 28, 24, 878, 549
4, 0, 2.6, 0.6, 28, 24, 1255, 872
4, 0, 2.8, 0.6, 28, 24, 1838, 1026
4, 0, 3, 0.6, 28, 24, 2115, 1452
4, 0, 3.2, 0.6, 28, 24, 2574, 1711
4, 0, 3.4, 0.6, 28, 24, 3024, 1978
4, 0, 3.6, 0.6, 28, 24, 3433, 2304
4, 0, 3.8, 0.6, 28, 24, 3885, 2568
4, 0, 4, 0.6, 28, 24, 4224, 2952
4, 0, 4.2, 0.6, 28, 24, 4762, 3118
4, 0, 4.4, 0.6, 28, 24, 5154, 3461
4, 0, 4.6, 0.6, 28, 24, 5657, 3684
4, 0, 4.8, 0.6, 28, 24, 6051, 4008
4, 0, 2, 0.62, 28, 24, 1, 1
4, 0, 2.2, 0.62, 28, 24, 429, 269
4, 0, 2.4, 0.62, 28, 24, 896, 522
4, 0, 2.6, 0.62, 28, 24, 1368, 769
4, 0, 2.8, 0.62, 28, 24, 1757, 1085
4, 0, 3, 0.62, 28, 24, 2232, 1342
4, 0, 3.2, 0.62, 28, 24, 2666, 1617
4, 0, 3.4, 0.62, 28, 24, 3155, 1851
4, 0, 3.6, 0.62, 28, 24, 3592, 2147
4, 0, 3.8, 0.62, 28, 24, 3958, 2478
4, 0, 4, 0.62, 28, 24, 4323, 2843
4, 0, 4.2, 0.62, 28, 24, 4941, 2940
4, 0, 4.4, 0.62, 28, 24, 5372, 3236
4, 0, 4.6, 0.62, 28, 24, 5815, 3525
4, 0, 4.8, 0.62, 28, 24, 6121, 3930
4, 0, 2, 0.64, 28, 24, 2, 0
4, 0, 2.2, 0.64, 28, 24, 423, 259
4, 0, 2.4, 0.64, 28, 24, 921, 489
4, 0, 2.6, 0.64, 28, 24, 1366, 760
4, 0, 2.8, 0.64, 28, 24, 1925, 930
4, 0, 3, 0.64, 28, 24, 2265, 1313
4, 0, 3.2, 0.64, 28, 24, 2724, 1552
4, 0, 3.4, 0.64, 28, 24, 3155, 1857
4, 0, 3.6, 0.64, 28, 24, 3656, 2070
4, 0, 3.8, 0.64, 28, 24, 4110, 2326
4, 0, 4, 0.64, 28, 24, 4608, 2556
4, 0, 4.2, 0.64, 28, 24, 5061, 2804
4, 0, 4.4, 0.64, 28, 24, 5458, 3160
4, 0, 4.6, 0.64, 28, 24, 5996, 3340
4, 0, 4.8, 0.64, 28, 24, 6372, 3682
4, 0, 2, 0.66, 28, 24, 0, 1
4, 0, 2.2, 0.66, 28, 24, 450, 239
4, 0, 2.4, 0.66, 28, 24, 919, 479
4, 0, 2.6, 0.66, 28, 24, 1394, 742
4, 0, 2.8, 0.66, 28, 24, 1841, 997
4, 0, 3, 0.66, 28, 24, 2336, 1221
4, 0, 3.2, 0.66, 28, 24, 2809, 1480
4, 0, 3.4, 0.66, 28, 24, 3323, 1689
4, 0, 3.6, 0.66, 28, 24, 3839, 1883
4, 0, 3.8, 0.66, 28, 24, 4219, 2222
4, 0, 4, 0.66, 28, 24, 4670, 2490
4, 0, 4.2, 0.66, 28, 24, 5230, 2654
4, 0, 4.4, 0.66, 28, 24, 5728, 2870
4, 0, 4.6, 0.66, 28, 24, 6038, 3284
4, 0, 4.8, 0.66, 28, 24, 6604, 3433
4, 0, 2, 0.68, 28, 24, 1, 0
4, 0, 2.2, 0.68, 28, 24, 477, 211
4, 0, 2.4, 0.68, 28, 24, 951, 446
4, 0, 2.6, 0.68, 28, 24, 1415, 711
4, 0, 2.8, 0.68, 28, 24, 1896, 939
4, 0, 3, 0.68, 28, 24, 2397, 1160
4, 0, 3.2, 0.68, 28, 24, 2910, 1372
4, 0, 3.4, 0.68, 28, 24, 3440, 1549
4, 0, 3.6, 0.68, 28, 24, 3870, 1850
4, 0, 3.8, 0.68, 28, 24, 4356, 2079
4, 0, 4, 0.68, 28, 24, 4877, 2287
4, 0, 4.2, 0.68, 28, 24, 5273, 2608
4, 0, 4.4, 0.68, 28, 24, 5894, 2704
4, 0, 4.6, 0.68, 28, 24, 6330, 2990
4, 0, 4.8, 0.68, 28, 24, 6880, 3151
4, 0, 2, 0.7, 28, 24, 1, 0
4, 0, 2.2, 0.7, 28, 24, 509, 183
4, 0, 2.4, 0.7, 28, 24, 979, 432
4, 0, 2.6, 0.7, 28, 24, 1451, 663
4, 0, 2.8, 0.7, 28, 24, 2003, 845
4, 0, 3, 0.7, 28, 24, 2461, 1099
4, 0, 3.2, 0.7, 28, 24, 3050, 1227
4, 0, 3.4, 0.7, 28, 24, 3521, 1484
4, 0, 3.6, 0.7, 28, 24, 4016, 1709
4, 0, 3.8, 0.7, 28, 24, 4474, 1962
4, 0, 4, 0.7, 28, 24, 5041, 2110
4, 0, 4.2, 0.7, 28, 24, 5537, 2358
4, 0, 4.4, 0.7, 28, 24, 6019, 2580
4, 0, 4.6, 0.7, 28, 24, 6594, 2731
4, 0, 4.8, 0.7, 28, 24, 7111, 2931
4, 0, 2, 0.72, 28, 24, 2, 0
4, 0, 2.2, 0.72, 28, 24, 477, 190
4, 0, 2.4, 0.72, 28, 24, 992, 402
4, 0, 2.6, 0.72, 28, 24, 1547, 568
4, 0, 2.8, 0.72, 28, 24, 2034, 805
4, 0, 3, 0.72, 28, 24, 2537, 1022
4, 0, 3.2, 0.72, 28, 24, 3074, 1205
4, 0, 3.4, 0.72, 28, 24, 3541, 1454
4, 0, 3.6, 0.72, 28, 24, 4152, 1568
4, 0, 3.8, 0.72, 28, 24, 4602, 1834
4, 0, 4, 0.72, 28, 24, 5168, 1988
4, 0, 4.2, 0.72, 28, 24, 5693, 2196
4, 0, 4.4, 0.72, 28, 24, 6154, 2444
4, 0, 4.6, 0.72, 28, 24, 6761, 2544
4, 0, 4.8, 0.72, 28, 24, 7246, 2799
4, 0, 2, 0.74, 28, 24, 0, 0
4, 0, 2.2, 0.74, 28, 24, 503, 178
4, 0, 2.4, 0.74, 28, 24, 1040, 352
4, 0, 2.6, 0.74, 28, 24, 1544, 564
4, 0, 2.8, 0.74, 28, 24, 2085, 749
4, 0, 3, 0.74, 28, 24, 2603, 954
4, 0, 3.2, 0.74, 28, 24, 3174, 1095
4, 0, 3.4, 0.74, 28, 24, 3712, 1283
4, 0, 3.6, 0.74, 28, 24, 4222, 1493
4, 0, 3.8, 0.74, 28, 24, 4742, 1691
4, 0, 4, 0.74, 28, 24, 5289, 1879
4, 0, 4.2, 0.74, 28, 24, 5873, 2000
4, 0, 4.4, 0.74, 28, 24, 6324, 2275
4, 0, 4.6, 0.74, 28, 24, 6964, 2353
4, 0, 4.8, 0.74, 28, 24, 7400, 2635
4, 0, 2, 0.76, 28, 24, 1, 0
4, 0, 2.2, 0.76, 28, 24, 518, 141
4, 0, 2.4, 0.76, 28, 24, 1075, 312
4, 0, 2.6, 0.76, 28, 24, 1620, 495
4, 0, 2.8, 0.76, 28, 24, 2194, 644
4, 0, 3, 0.76, 28, 24, 2696, 852
4, 0, 3.2, 0.76, 28, 24, 3250, 1023
4, 0, 3.4, 0.76, 28, 24, 3824, 1170
4, 0, 3.6, 0.76, 28, 24, 4304, 1404
4, 0, 3.8, 0.76, 28, 24, 4912, 1514
4, 0, 4, 0.76, 28, 24, 5427, 1728
4, 0, 4.2, 0.76, 28, 24, 6022, 1860
4, 0, 4.4, 0.76, 28, 24, 6567, 2033
4, 0, 4.6, 0.76, 28, 24, 7104, 2215
4, 0, 4.8, 0.76, 28, 24, 7711, 2325
4, 0, 2, 0.78, 28, 24, 1, 0
4, 0, 2.2, 0.78, 28, 24, 523, 140
4, 0, 2.4, 0.78, 28, 24, 1088, 305
4, 0, 2.6, 0.78, 28, 24, 1622, 479
4, 0, 2.8, 0.78, 28, 24, 2236, 588
4, 0, 3, 0.78, 28, 24, 2814, 732
4, 0, 3.2, 0.78, 28, 24, 3383, 885
4, 0, 3.4, 0.78, 28, 24, 3916, 1067
4, 0, 3.6, 0.78, 28, 24, 4458, 1252
4, 0, 3.8, 0.78, 28, 24, 5015, 1416
4, 0, 4, 0.78, 28, 24, 5611, 1542
4, 0, 4.2, 0.78, 28, 24, 6150, 1722
4, 0, 4.4, 0.78, 28, 24, 6715, 1873
4, 0, 4.6, 0.78, 28, 24, 7236, 2068
4, 0, 4.8, 0.78, 28, 24, 7832, 2192
4, 0, 2, 0.8, 28, 24, 1, 0
4, 0, 2.2, 0.8, 28, 24, 515, 145
4, 0, 2.4, 0.8, 28, 24, 1096, 291
4, 0, 2.6, 0.8, 28, 24, 1677, 426
4, 0, 2.8, 0.8, 28, 24, 2239, 591
4, 0, 3, 0.8, 28, 24, 2824, 706
4, 0, 3.2, 0.8, 28, 24, 3397, 866
4, 0, 3.4, 0.8, 28, 24, 3982, 1007
4, 0, 3.6, 0.8, 28, 24, 4552, 1160
4, 0, 3.8, 0.8, 28, 24, 5115, 1302
4, 0, 4, 0.8, 28, 24, 5748, 1399
4, 0, 4.2, 0.8, 28, 24, 6282, 1591
4, 0, 4.4, 0.8, 28, 24, 6866, 1720
4, 0, 4.6, 0.8, 28, 24, 7447, 1880
4, 0, 4.8, 0.8, 28, 24, 7999, 2031
4, 0, 2, 0.82, 28, 24, 1, 0
4, 0, 2.2, 0.82, 28, 24, 549, 129
4, 0, 2.4, 0.82, 28, 24, 1142, 247
4, 0, 2.6, 0.82, 28, 24, 1719, 382
4, 0, 2.8, 0.82, 28, 24, 2328, 487
4, 0, 3, 0.82, 28, 24, 2929, 616
4, 0, 3.2, 0.82, 28, 24, 3496, 763
4, 0, 3.4, 0.82, 28, 24, 4131, 866
4, 0, 3.6, 0.82, 28, 24, 4681, 1009
4, 0, 3.8, 0.82, 28, 24, 5313, 1114
4, 0, 4, 0.82, 28, 24, 5837, 1304
4, 0, 4.2, 0.82, 28, 24, 6444, 1403
4, 0, 4.4, 0.82, 28, 24, 7057, 1519
4, 0, 4.6, 0.82, 28, 24, 7610, 1693
4, 0, 4.8, 0.82, 28, 24, 8212, 1804
4, 0, 2, 0.84, 28, 24, 0, 0
4, 0, 2.2, 0.84, 28, 24, 554, 112
4, 0, 2.4, 0.84, 28, 24, 1168, 212
4, 0, 2.6, 0.84, 28, 24, 1756, 336
4, 0, 2.8, 0.84, 28, 24, 2391, 426
4, 0, 3, 0.84, 28, 24, 2968, 566
4, 0, 3.2, 0.84, 28, 24, 3577, 684
4, 0, 3.4, 0.84, 28, 24, 4179, 796
4, 0, 3.6, 0.84, 28, 24, 4782, 914
4, 0, 3.8, 0.84, 28, 24, 5398, 1022
4, 0, 4, 0.84, 28, 24, 5975, 1164
4, 0, 4.2, 0.84, 28, 24, 6607, 1245
4, 0, 4.4, 0.84, 28, 24, 7200, 1381
4, 0, 4.6, 0.84, 28, 24, 7815, 1492
4, 0, 4.8, 0.84, 28, 24, 8426, 1594
4, 0, 2, 0.86, 28, 24, 0, 1
4, 0, 2.2, 0.86, 28, 24, 566, 93
4, 0, 2.4, 0.86, 28, 24, 1170, 204
4, 0, 2.6, 0.86, 28, 24, 1805, 293
4, 0, 2.8, 0.86, 28, 24, 2390, 423
4, 0, 3, 0.86, 28, 24, 3050, 486
4, 0, 3.2, 0.86, 28, 24, 3655, 608
4, 0, 3.4, 0.86, 28, 24, 4275, 708
4, 0, 3.6, 0.86, 28, 24, 4935, 762
4, 0, 3.8, 0.86, 28, 24, 5527, 888
4, 0, 4, 0.86, 28, 24, 6168, 974
4, 0, 4.2, 0.86, 28, 24, 6799, 1056
4, 0, 4.4, 0.86, 28, 24, 7351, 1226
4, 0, 4.6, 0.86, 28, 24, 8037, 1256
4, 0, 4.8, 0.86, 28, 24, 8598, 1429
4, 0, 2, 0.88, 28, 24, 1, 0
4, 0, 2.2, 0.88, 28, 24, 576, 76
