5, 0, 1, 0, 28, 24, 0, 0
5, 0, 1.2, 0, 28, 24, 0, 0
5, 0, 1.4, 0, 28, 24, 0, 0
5, 0, 1.6, 0, 28, 24, 0, 0
5, 0, 1.8, 0, 28, 24, 0, 0
5, 0, 2, 0, 28, 24, 0, 0
5, 0, 2.2, 0, 28, 24, 0, 0
5, 0, 2.4, 0, 28, 24, 0, 0
5, 0, 2.6, 0, 28, 24, 0, 453
5, 0, 2.8, 0, 28, 24, 0, 1169
5, 0, 3, 0, 28, 24, 0, 1886
5, 0, 3.2, 0, 28, 24, 0, 2600
5, 0, 3.4, 0, 28, 24, 0, 3332
5, 0, 3.6, 0, 28, 24, 0, 4063
5, 0, 3.8, 0, 28, 24, 0, 4775
5, 0, 4, 0, 28, 24, 0, 5495
5, 0, 4.2, 0, 28, 24, 0, 6225
5, 0, 4.4, 0, 28, 24, 0, 6929
5, 0, 4.6, 0, 28, 24, 0, 7653
5, 0, 4.8, 0, 28, 24, 0, 8370
5, 0, 1, 0.02, 28, 24, 0, 0
5, 0, 1.2, 0.02, 28, 24, 0, 0
5, 0, 1.4, 0.02, 28, 24, 0, 0
5, 0, 1.6, 0.02, 28, 24, 0, 0
5, 0, 1.8, 0.02, 28, 24, 0, 0
5, 0, 2, 0.02, 28, 24, 0, 0
5, 0, 2.2, 0.02, 28, 24, 0, 0
5, 0, 2.4, 0.02, 28, 24, 0, 1
5, 0, 2.6, 0.02, 28, 24, 12, 441
5, 0, 2.8, 0.02, 28, 24, 30, 1145
5, 0, 3, 0.02, 28, 24, 33, 1851
5, 0, 3.2, 0.02, 28, 24, 56, 2552
5, 0, 3.4, 0.02, 28, 24, 63, 3279
5, 0, 3.6, 0.02, 28, 24, 83, 3967
5, 0, 3.8, 0.02, 28, 24, 88, 4677
5, 0, 4, 0.02, 28, 24, 134, 5353
5, 0, 4.2, 0.02, 28, 24, 132, 6074
5, 0, 4.4, 0.02, 28, 24, 136, 6795
5, 0, 4.6, 0.02, 28, 24, 162, 7487
5, 0, 4.8, 0.02, 28, 24, 171, 8201
5, 0, 1, 0.04, 28, 24, 0, 0
5, 0, 1.2, 0.04, 28, 24, 0, 0
5, 0, 1.4, 0.04, 28, 24, 0, 0
5, 0, 1.6, 0.04, 28, 24, 0, 0
5, 0, 1.8, 0.04, 28, 24, 0, 0
5, 0, 2, 0.04, 28, 24, 0, 0
5, 0, 2.2, 0.04, 28, 24, 0, 1
5, 0, 2.4, 0.04, 28, 24, 0, 1
5, 0, 2.6, 0.04, 28, 24, 18, 427
5, 0, 2.8, 0.04, 28, 24, 49, 1122
5, 0, 3, 0.04, 28, 24, 69, 1817
