4, 0, 1, 0, 28, 24, 0, 0
4, 0, 1.2, 0, 28, 24, 0, 0
4, 0, 1.4, 0, 28, 24, 0, 0
4, 0, 1.6, 0, 28, 24, 0, 0
4, 0, 1.8, 0, 28, 24, 0, 0
4, 0, 2, 0, 28, 24, 0, 75
4, 0, 2.2, 0, 28, 24, 0, 799
4, 0, 2.4, 0, 28, 24, 0, 1509
4, 0, 2.6, 0, 28, 24, 0, 2238
4, 0, 2.8, 0, 28, 24, 0, 2967
4, 0, 3, 0, 28, 24, 0, 3669
4, 0, 3.2, 0, 28, 24, 0, 4395
4, 0, 3.4, 0, 28, 24, 0, 5115
4, 0, 3.6, 0, 28, 24, 0, 5841
4, 0, 3.8, 0, 28, 24, 0, 6563
4, 0, 4, 0, 28, 24, 0, 7268
4, 0, 4.2, 0, 28, 24, 0, 7983
4, 0, 4.4, 0, 28, 24, 0, 8713
4, 0, 4.6, 0, 28, 24, 0, 9430
4, 0, 4.8, 0, 28, 24, 0, 10158
4, 0, 1, 0.02, 28, 24, 0, 0
4, 0, 1.2, 0.02, 28, 24, 0, 0
4, 0, 1.4, 0.02, 28, 24, 0, 0
4, 0, 1.6, 0.02, 28, 24, 0, 0
4, 0, 1.8, 0.02, 28, 24, 0, 0
4, 0, 2, 0.02, 28, 24, 0, 73
4, 0, 2.2, 0.02, 28, 24, 19, 773
4, 0, 2.4, 0.02, 28, 24, 37, 1484
4, 0, 2.6, 0.02, 28, 24, 45, 2185
4, 0, 2.8, 0.02, 28, 24, 56, 2892
4, 0, 3, 0.02, 28, 24, 90, 3580
4, 0, 3.2, 0.02, 28, 24, 100, 4281
4, 0, 3.4, 0.02, 28, 24, 106, 5003
4, 0, 3.6, 0.02, 28, 24, 123, 5702
4, 0, 3.8, 0.02, 28, 24, 157, 6392
4, 0, 4, 0.02, 28, 24, 138, 7124
4, 0, 4.2, 0.02, 28, 24, 170, 7822
4, 0, 4.4, 0.02, 28, 24, 190, 8515
4, 0, 4.6, 0.02, 28, 24, 160, 9276
4, 0, 4.8, 0.02, 28, 24, 180, 9974
4, 0, 1, 0.04, 28, 24, 0, 0
4, 0, 1.2, 0.04, 28, 24, 0, 0
4, 0, 1.4, 0.04, 28, 24, 0, 0
4, 0, 1.6, 0.04, 28, 24, 0, 0
4, 0, 1.8, 0.04, 28, 24, 0, 0
4, 0, 2, 0.04, 28, 24, 2, 73
4, 0, 2.2, 0.04, 28, 24, 25, 766
4, 0, 2.4, 0.04, 28, 24, 53, 1444
4, 0, 2.6, 0.04, 28, 24, 82, 2151
4, 0, 2.8, 0.04, 28, 24, 102, 2846
4, 0, 3, 0.04, 28, 24, 139, 3530
4, 0, 3.2, 0.04, 28, 24, 178, 4206
4, 0, 3.4, 0.04, 28, 24, 188, 4919
4, 0, 3.6, 0.04, 28, 24, 228, 5600
4, 0, 3.8, 0.04, 28, 24, 297, 6239
4, 0, 4, 0.04, 28, 24, 281, 6986
4, 0, 4.2, 0.04, 28, 24, 310, 7682
4, 0, 4.4, 0.04, 28, 24, 328, 8380
4, 0, 4.6, 0.04, 28, 24, 376, 9038
4, 0, 4.8, 0.04, 28, 24, 393, 9745
4, 0, 1, 0.06, 28, 24, 0, 0
4, 0, 1.2, 0.06, 28, 24, 0, 0
4, 0, 1.4, 0.06, 28, 24, 0, 0
4, 0, 1.6, 0.06, 28, 24, 0, 0
4, 0, 1.8, 0.06, 28, 24, 0, 0
4, 0, 2, 0.06, 28, 24, 2, 62
4, 0, 2.2, 0.06, 28, 24, 45, 743
4, 0, 2.4, 0.06, 28, 24, 94, 1402
4, 0, 2.6, 0.06, 28, 24, 123, 2099
4, 0, 2.8, 0.06, 28, 24, 153, 2779
4, 0, 3, 0.06, 28, 24, 254, 3406
4, 0, 3.2, 0.06, 28, 24, 255, 4121
4, 0, 3.4, 0.06, 28, 24, 326, 4778
4, 0, 3.6, 0.06, 28, 24, 364, 5457
4, 0, 3.8, 0.06, 28, 24, 401, 6142
4, 0, 4, 0.06, 28, 24, 419, 6848
4, 0, 4.2, 0.06, 28, 24, 486, 7503
4, 0, 4.4, 0.06, 28, 24, 503, 8204
4, 0, 4.6, 0.06, 28, 24, 551, 8874
4, 0, 4.8, 0.06, 28, 24, 617, 9521
4, 0, 1, 0.08, 28, 24, 0, 0
4, 0, 1.2, 0.08, 28, 24, 0, 0
4, 0, 1.4, 0.08, 28, 24, 0, 0
4, 0, 1.6, 0.08, 28, 24, 0, 0
4, 0, 1.8, 0.08, 28, 24, 0, 0
4, 0, 2, 0.08, 28, 24, 4, 58
4, 0, 2.2, 0.08, 28, 24, 61, 708
4, 0, 2.4, 0.08, 28, 24, 106, 1392
